n_countries_with_surplus,pooled_surplus_years,pooled_offsetting_years,pooled_share,country_share,country_weighted_median,country_weighted_lower_quartile,country_weighted_upper_quartile,country_percentile,n_countries_all_offsetting
22,198,54,0.2727272727,1,0.25,0.03571428571,0.4861111111,95.45454545,1
