year,sector,component_scheme,side,component,change_m_eur,contribution_m_eur,balance_change_m_eur,component_closure_error_m_eur
2006,general_government,modern_detailed,revenue,Social contributions,798.733,798.733,2791.212342,-4.092726158e-12
2006,general_government,modern_detailed,revenue,Taxes,2725.208,2725.208,2791.212342,-4.092726158e-12
2007,general_government,modern_detailed,expenditure,Capital expenditure,-180.004877,180.004877,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,expenditure,Compensation of employees,78.729796,-78.729796,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,expenditure,Interest,578.867851,-578.867851,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,expenditure,Intermediate consumption,1056.156,-1056.156,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,expenditure,Other current expenditure,152.036,-152.036,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,expenditure,Social transfers,1301.476,-1301.476,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,expenditure,Subsidies,-98.384,98.384,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,revenue,Capital revenue,65.191255,65.191255,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,revenue,Sales and other current revenue,1194.246913,1194.246913,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,revenue,Social contributions,666.524,666.524,1882.853398,-1.045918907e-11
2007,general_government,modern_detailed,revenue,Taxes,2845.768,2845.768,1882.853398,-1.045918907e-11
2008,general_government,modern_detailed,expenditure,Capital expenditure,644.849424,-644.849424,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,expenditure,Compensation of employees,483.357106,-483.357106,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,expenditure,Interest,367.741752,-367.741752,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,expenditure,Intermediate consumption,375.307,-375.307,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,expenditure,Other current expenditure,34.873,-34.873,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,expenditure,Social transfers,1633.953,-1633.953,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,expenditure,Subsidies,-182.909,182.909,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,revenue,Capital revenue,-99.084969,-99.084969,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,revenue,Sales and other current revenue,552.908713,552.908713,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,revenue,Social contributions,828.444,828.444,-1779.877538,1.546140993e-11
2008,general_government,modern_detailed,revenue,Taxes,295.027,295.027,-1779.877538,1.546140993e-11
2009,general_government,modern_detailed,expenditure,Capital expenditure,1330.112047,-1330.112047,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,expenditure,Compensation of employees,1115.092,-1115.092,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,expenditure,Interest,-342.726633,342.726633,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,expenditure,Intermediate consumption,978.908,-978.908,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,expenditure,Other current expenditure,525.416,-525.416,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,expenditure,Social transfers,2983.075,-2983.075,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,expenditure,Subsidies,104.215,-104.215,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,revenue,Capital revenue,-122.5762,-122.5762,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,revenue,Sales and other current revenue,391.071985,391.071985,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,revenue,Social contributions,479.057,479.057,-10495.92263,-1.273292582e-11
2009,general_government,modern_detailed,revenue,Taxes,-4549.384,-4549.384,-10495.92263,-1.273292582e-11
2010,general_government,modern_detailed,expenditure,Capital expenditure,4413.735,-4413.735,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,expenditure,Compensation of employees,4.318,-4.318,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,expenditure,Interest,15.352,-15.352,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,expenditure,Intermediate consumption,-216.387,216.387,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,expenditure,Other current expenditure,260.129,-260.129,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,expenditure,Social transfers,650.362,-650.362,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,expenditure,Subsidies,37.07,-37.07,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,revenue,Capital revenue,773.714,773.714,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,revenue,Sales and other current revenue,-761.2032,-761.2032,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,revenue,Social contributions,164.50565,164.50565,-3216.10789,1.045918907e-11
2010,general_government,modern_detailed,revenue,Taxes,1771.45466,1771.45466,-3216.10789,1.045918907e-11
2011,general_government,modern_detailed,expenditure,Capital expenditure,-5187.09044,5187.09044,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,expenditure,Compensation of employees,-1993.85,1993.85,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,expenditure,Interest,2276.08547,-2276.08547,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,expenditure,Intermediate consumption,32.859,-32.859,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,expenditure,Other current expenditure,4.6945,-4.6945,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,expenditure,Social transfers,-118.292,118.292,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,expenditure,Subsidies,-131.333,131.333,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,revenue,Capital revenue,-316.177,-316.177,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,revenue,Sales and other current revenue,177.510353,177.510353,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,revenue,Social contributions,-165.73365,-165.73365,6913.091513,-2.728484105e-12
2011,general_government,modern_detailed,revenue,Taxes,2100.56534,2100.56534,6913.091513,-2.728484105e-12
2012,general_government,modern_detailed,expenditure,Capital expenditure,-1656.60533,1656.60533,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,expenditure,Compensation of employees,-2927.616,2927.616,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,expenditure,Interest,615.38497,-615.38497,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,expenditure,Intermediate consumption,-959.295,959.295,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,expenditure,Other current expenditure,-455.27319,455.27319,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,expenditure,Social transfers,-326.407,326.407,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,expenditure,Subsidies,-193.55784,193.55784,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,revenue,Capital revenue,1091.973,1091.973,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,revenue,Sales and other current revenue,929.520617,929.520617,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,revenue,Social contributions,-2059.952,-2059.952,3170.569757,1.500666258e-11
2012,general_government,modern_detailed,revenue,Taxes,-2694.34125,-2694.34125,3170.569757,1.500666258e-11
2013,general_government,modern_detailed,expenditure,Capital expenditure,-517.37123,517.37123,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,expenditure,Compensation of employees,1629.524,-1629.524,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,expenditure,Interest,2.30756,-2.30756,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,expenditure,Intermediate consumption,-98.047,98.047,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,expenditure,Other current expenditure,198.96469,-198.96469,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,expenditure,Social transfers,1780.621,-1780.621,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,expenditure,Subsidies,-36.01516,36.01516,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,revenue,Capital revenue,-1202.359,-1202.359,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,revenue,Sales and other current revenue,94.39203,94.39203,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,revenue,Social contributions,1307.037,1307.037,1555.18542,-9.094947018e-12
2013,general_government,modern_detailed,revenue,Taxes,4316.09925,4316.09925,1555.18542,-9.094947018e-12
2014,general_government,modern_detailed,expenditure,Capital expenditure,5037.7,-5037.7,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,expenditure,Compensation of employees,-801.733,801.733,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,expenditure,Interest,195.111,-195.111,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,expenditure,Intermediate consumption,261.005,-261.005,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,expenditure,Other current expenditure,53.976,-53.976,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,expenditure,Social transfers,-666.517,666.517,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,expenditure,Subsidies,204.957,-204.957,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,revenue,Capital revenue,-251.997,-251.997,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,revenue,Sales and other current revenue,-185.979,-185.979,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,revenue,Social contributions,7.978,7.978,-3853.246,-1.546140993e-11
2014,general_government,modern_detailed,revenue,Taxes,861.251,861.251,-3853.246,-1.546140993e-11
2015,general_government,modern_detailed,expenditure,Capital expenditure,-2912.871,2912.871,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,expenditure,Compensation of employees,-151.231,151.231,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,expenditure,Interest,-201.525001,201.525001,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,expenditure,Intermediate consumption,162.06,-162.06,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,expenditure,Other current expenditure,-211.560001,211.560001,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,expenditure,Social transfers,590.96,-590.96,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,expenditure,Subsidies,-147.072,147.072,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,revenue,Capital revenue,151.319,151.319,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,revenue,Sales and other current revenue,-587.139,-587.139,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,revenue,Social contributions,326.142,326.142,4725.549002,2.637534635e-11
2015,general_government,modern_detailed,revenue,Taxes,1963.988,1963.988,4725.549002,2.637534635e-11
2016,general_government,modern_detailed,expenditure,Capital expenditure,-3967.72934,3967.72934,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,expenditure,Compensation of employees,576.777,-576.777,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,expenditure,Interest,-499.533999,499.533999,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,expenditure,Intermediate consumption,363.395,-363.395,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,expenditure,Other current expenditure,82.908001,-82.908001,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,expenditure,Social transfers,464.24,-464.24,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,expenditure,Subsidies,-76.412,76.412,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,revenue,Capital revenue,-360.722,-360.722,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,revenue,Sales and other current revenue,-14.076,-14.076,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,revenue,Social contributions,826.475,826.475,4403.925338,7.275957614e-12
2016,general_government,modern_detailed,revenue,Taxes,895.893,895.893,4403.925338,7.275957614e-12
2017,general_government,modern_detailed,expenditure,Capital expenditure,4784.5244,-4784.5244,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,expenditure,Compensation of employees,492.319,-492.319,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,expenditure,Interest,-333.934,333.934,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,expenditure,Intermediate consumption,215.378,-215.378,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,expenditure,Other current expenditure,-285.227,285.227,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,expenditure,Social transfers,544.594,-544.594,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,expenditure,Subsidies,-109.666,109.666,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,revenue,Capital revenue,-334.35,-334.35,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,revenue,Sales and other current revenue,58.645,58.645,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,revenue,Social contributions,1083.084,1083.084,-2247.4964,-1.455191523e-11
2017,general_government,modern_detailed,revenue,Taxes,2253.113,2253.113,-2247.4964,-1.455191523e-11
2018,general_government,modern_detailed,expenditure,Capital expenditure,-2293.17506,2293.17506,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,expenditure,Compensation of employees,637.407,-637.407,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,expenditure,Interest,-493.525,493.525,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,expenditure,Intermediate consumption,262.54,-262.54,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,expenditure,Other current expenditure,464.003,-464.003,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,expenditure,Social transfers,1244.411,-1244.411,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,expenditure,Subsidies,-24.837,24.837,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,revenue,Capital revenue,258.585,258.585,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,revenue,Sales and other current revenue,449.787,449.787,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,revenue,Social contributions,1166.189,1166.189,4996.73206,3.637978807e-12
2018,general_government,modern_detailed,revenue,Taxes,2918.995,2918.995,4996.73206,3.637978807e-12
2019,general_government,modern_detailed,expenditure,Capital expenditure,-99.455,99.455,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,expenditure,Compensation of employees,1111.306,-1111.306,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,expenditure,Interest,-578.913,578.913,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,expenditure,Intermediate consumption,170.338,-170.338,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,expenditure,Other current expenditure,24.171,-24.171,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,expenditure,Social transfers,1595.467,-1595.467,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,expenditure,Subsidies,168.405,-168.405,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,revenue,Capital revenue,-126.137,-126.137,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,revenue,Sales and other current revenue,583.199,583.199,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,revenue,Social contributions,1500.169,1500.169,1121.818,-1.864464139e-11
2019,general_government,modern_detailed,revenue,Taxes,1555.906,1555.906,1121.818,-1.864464139e-11
2020,general_government,modern_detailed,expenditure,Capital expenditure,2856.082,-2856.082,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,expenditure,Compensation of employees,785.437,-785.437,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,expenditure,Interest,-529.807,529.807,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,expenditure,Intermediate consumption,5.567,-5.567,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,expenditure,Other current expenditure,412.214,-412.214,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,expenditure,Social transfers,1383.907,-1383.907,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,expenditure,Subsidies,2722.964,-2722.964,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,revenue,Capital revenue,266.457,266.457,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,revenue,Sales and other current revenue,-945.149,-945.149,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,revenue,Social contributions,239.701,239.701,-11812.861,-1.637090463e-11
2020,general_government,modern_detailed,revenue,Taxes,-3737.506,-3737.506,-11812.861,-1.637090463e-11
2021,general_government,modern_detailed,expenditure,Capital expenditure,-687.327,687.327,5446.819,1.818989404e-12
2021,general_government,modern_detailed,expenditure,Compensation of employees,1105.365,-1105.365,5446.819,1.818989404e-12
2021,general_government,modern_detailed,expenditure,Interest,-579.347,579.347,5446.819,1.818989404e-12
2021,general_government,modern_detailed,expenditure,Intermediate consumption,1042.63,-1042.63,5446.819,1.818989404e-12
2021,general_government,modern_detailed,expenditure,Other current expenditure,747.629,-747.629,5446.819,1.818989404e-12
2021,general_government,modern_detailed,expenditure,Social transfers,1529.624,-1529.624,5446.819,1.818989404e-12
2021,general_government,modern_detailed,expenditure,Subsidies,582.942,-582.942,5446.819,1.818989404e-12
2021,general_government,modern_detailed,revenue,Capital revenue,1585.246,1585.246,5446.819,1.818989404e-12
2021,general_government,modern_detailed,revenue,Sales and other current revenue,1988.035,1988.035,5446.819,1.818989404e-12
2021,general_government,modern_detailed,revenue,Social contributions,1734.299,1734.299,5446.819,1.818989404e-12
2021,general_government,modern_detailed,revenue,Taxes,3880.755,3880.755,5446.819,1.818989404e-12
2022,general_government,modern_detailed,expenditure,Capital expenditure,776.119,-776.119,5359.777,3.456079867e-11
2022,general_government,modern_detailed,expenditure,Compensation of employees,934.19,-934.19,5359.777,3.456079867e-11
2022,general_government,modern_detailed,expenditure,Interest,-509.76,509.76,5359.777,3.456079867e-11
2022,general_government,modern_detailed,expenditure,Intermediate consumption,1190.641,-1190.641,5359.777,3.456079867e-11
2022,general_government,modern_detailed,expenditure,Other current expenditure,514.558,-514.558,5359.777,3.456079867e-11
2022,general_government,modern_detailed,expenditure,Social transfers,3142.667,-3142.667,5359.777,3.456079867e-11
2022,general_government,modern_detailed,expenditure,Subsidies,-1509.898,1509.898,5359.777,3.456079867e-11
2022,general_government,modern_detailed,revenue,Capital revenue,-1094.052,-1094.052,5359.777,3.456079867e-11
2022,general_government,modern_detailed,revenue,Sales and other current revenue,-315.489,-315.489,5359.777,3.456079867e-11
2022,general_government,modern_detailed,revenue,Social contributions,2351.463,2351.463,5359.777,3.456079867e-11
2022,general_government,modern_detailed,revenue,Taxes,8956.372,8956.372,5359.777,3.456079867e-11
2023,general_government,modern_detailed,expenditure,Capital expenditure,1738.56,-1738.56,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,expenditure,Compensation of employees,1843.833,-1843.833,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,expenditure,Interest,945.272,-945.272,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,expenditure,Intermediate consumption,869.776,-869.776,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,expenditure,Other current expenditure,-12.959,12.959,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,expenditure,Social transfers,1951.572,-1951.572,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,expenditure,Subsidies,-728.743,728.743,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,revenue,Capital revenue,1337.005,1337.005,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,revenue,Sales and other current revenue,808.962,808.962,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,revenue,Social contributions,3129.449,3129.449,3786.99,-2.273736754e-12
2023,general_government,modern_detailed,revenue,Taxes,5118.885,5118.885,3786.99,-2.273736754e-12
2024,general_government,modern_detailed,expenditure,Capital expenditure,-714.234,714.234,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,expenditure,Compensation of employees,2501.171,-2501.171,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,expenditure,Interest,381.498,-381.498,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,expenditure,Intermediate consumption,1050.269,-1050.269,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,expenditure,Other current expenditure,897.157,-897.157,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,expenditure,Social transfers,5179.979,-5179.979,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,expenditure,Subsidies,-131.411,131.411,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,revenue,Capital revenue,-308.789204,-308.789204,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,revenue,Sales and other current revenue,1509.608557,1509.608557,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,revenue,Social contributions,3067.879,3067.879,-1167.200647,-3.319655661e-11
2024,general_government,modern_detailed,revenue,Taxes,3728.53,3728.53,-1167.200647,-3.319655661e-11
2025,general_government,modern_detailed,expenditure,Capital expenditure,1819.561,-1819.561,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,expenditure,Compensation of employees,2290.213,-2290.213,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,expenditure,Interest,29.753,-29.753,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,expenditure,Intermediate consumption,646.788,-646.788,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,expenditure,Other current expenditure,462.548,-462.548,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,expenditure,Social transfers,3054.435,-3054.435,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,expenditure,Subsidies,-167.246,167.246,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,revenue,Capital revenue,1235.684454,1235.684454,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,revenue,Sales and other current revenue,-7.266024,-7.266024,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,revenue,Social contributions,2888.295,2888.295,196.1124297,2.546585165e-11
2025,general_government,modern_detailed,revenue,Taxes,4215.451,4215.451,196.1124297,2.546585165e-11
1978,regional_local_government,historical_current_capital,expenditure,Capital expenditure,15.32893853,-15.32893853,-10.80074268,8.881784197e-15
1978,regional_local_government,historical_current_capital,expenditure,Current expenditure,18.16062931,-18.16062931,-10.80074268,8.881784197e-15
1978,regional_local_government,historical_current_capital,revenue,Capital revenue,12.61385937,12.61385937,-10.80074268,8.881784197e-15
1978,regional_local_government,historical_current_capital,revenue,Current revenue,10.07496579,10.07496579,-10.80074268,8.881784197e-15
1979,regional_local_government,historical_current_capital,expenditure,Capital expenditure,45.91212139,-45.91212139,10.58634666,-3.552713679e-14
1979,regional_local_government,historical_current_capital,expenditure,Current expenditure,33.45485155,-33.45485155,10.58634666,-3.552713679e-14
1979,regional_local_government,historical_current_capital,revenue,Capital revenue,35.21415897,35.21415897,10.58634666,-3.552713679e-14
1979,regional_local_government,historical_current_capital,revenue,Current revenue,54.73916063,54.73916063,10.58634666,-3.552713679e-14
1980,regional_local_government,historical_current_capital,expenditure,Capital expenditure,56.66775716,-56.66775716,-34.2340139,7.105427358e-14
1980,regional_local_government,historical_current_capital,expenditure,Current expenditure,47.9982467,-47.9982467,-34.2340139,7.105427358e-14
1980,regional_local_government,historical_current_capital,revenue,Capital revenue,42.26218427,42.26218427,-34.2340139,7.105427358e-14
1980,regional_local_government,historical_current_capital,revenue,Current revenue,28.16980569,28.16980569,-34.2340139,7.105427358e-14
1981,regional_local_government,historical_current_capital,expenditure,Capital expenditure,75.81897627,-75.81897627,-47.96340819,7.105427358e-15
1981,regional_local_government,historical_current_capital,expenditure,Current expenditure,40.12106863,-40.12106863,-47.96340819,7.105427358e-15
1981,regional_local_government,historical_current_capital,revenue,Capital revenue,24.91816722,24.91816722,-47.96340819,7.105427358e-15
1981,regional_local_government,historical_current_capital,revenue,Current revenue,43.05846949,43.05846949,-47.96340819,7.105427358e-15
1982,regional_local_government,historical_current_capital,expenditure,Capital expenditure,42.82809928,-42.82809928,-33.42717052,1.421085472e-14
1982,regional_local_government,historical_current_capital,expenditure,Current expenditure,60.57457509,-60.57457509,-33.42717052,1.421085472e-14
1982,regional_local_government,historical_current_capital,revenue,Capital revenue,-6.971034806,-6.971034806,-33.42717052,1.421085472e-14
1982,regional_local_government,historical_current_capital,revenue,Current revenue,76.94653866,76.94653866,-33.42717052,1.421085472e-14
1983,regional_local_government,historical_current_capital,expenditure,Capital expenditure,-3.183961652,3.183961652,7.74391716,-5.684341886e-14
1983,regional_local_government,historical_current_capital,expenditure,Current expenditure,75.31940592,-75.31940592,7.74391716,-5.684341886e-14
1983,regional_local_government,historical_current_capital,revenue,Capital revenue,9.891396734,9.891396734,7.74391716,-5.684341886e-14
1983,regional_local_government,historical_current_capital,revenue,Current revenue,69.9879647,69.9879647,7.74391716,-5.684341886e-14
1984,regional_local_government,historical_current_capital,expenditure,Capital expenditure,19.4980098,-19.4980098,-0.6123193105,-1.421085472e-14
1984,regional_local_government,historical_current_capital,expenditure,Current expenditure,70.07255617,-70.07255617,-0.6123193105,-1.421085472e-14
1984,regional_local_government,historical_current_capital,revenue,Capital revenue,0.663909977,0.663909977,-0.6123193105,-1.421085472e-14
1984,regional_local_government,historical_current_capital,revenue,Current revenue,88.29433668,88.29433668,-0.6123193105,-1.421085472e-14
1985,regional_local_government,historical_current_capital,expenditure,Capital expenditure,62.30827206,-62.30827206,-31.04978502,1.136868377e-13
1985,regional_local_government,historical_current_capital,expenditure,Current expenditure,123.7506686,-123.7506686,-31.04978502,1.136868377e-13
1985,regional_local_government,historical_current_capital,revenue,Capital revenue,30.53799842,30.53799842,-31.04978502,1.136868377e-13
1985,regional_local_government,historical_current_capital,revenue,Current revenue,124.4711572,124.4711572,-31.04978502,1.136868377e-13
1986,regional_local_government,historical_current_capital,expenditure,Capital expenditure,17.65231791,-17.65231791,96.71569019,-1.136868377e-13
1986,regional_local_government,historical_current_capital,expenditure,Current expenditure,101.0311867,-101.0311867,96.71569019,-1.136868377e-13
1986,regional_local_government,historical_current_capital,revenue,Capital revenue,78.38551092,78.38551092,96.71569019,-1.136868377e-13
1986,regional_local_government,historical_current_capital,revenue,Current revenue,137.0136839,137.0136839,96.71569019,-1.136868377e-13
1987,regional_local_government,historical_current_capital,expenditure,Capital expenditure,72.08627208,-72.08627208,43.73958759,0
1987,regional_local_government,historical_current_capital,expenditure,Current expenditure,233.2411326,-233.2411326,43.73958759,0
1987,regional_local_government,historical_current_capital,revenue,Capital revenue,90.17767181,90.17767181,43.73958759,0
1987,regional_local_government,historical_current_capital,revenue,Current revenue,258.8893205,258.8893205,43.73958759,0
1988,regional_local_government,historical_current_capital,expenditure,Capital expenditure,163.6954939,-163.6954939,62.55923225,2.842170943e-14
1988,regional_local_government,historical_current_capital,expenditure,Current expenditure,70.80446103,-70.80446103,62.55923225,2.842170943e-14
1988,regional_local_government,historical_current_capital,revenue,Capital revenue,48.40833591,48.40833591,62.55923225,2.842170943e-14
1988,regional_local_government,historical_current_capital,revenue,Current revenue,248.6508512,248.6508512,62.55923225,2.842170943e-14
1989,regional_local_government,historical_current_capital,expenditure,Capital expenditure,178.0758372,-178.0758372,-139.9177981,-1.705302566e-13
1989,regional_local_government,historical_current_capital,expenditure,Current expenditure,261.8183274,-261.8183274,-139.9177981,-1.705302566e-13
1989,regional_local_government,historical_current_capital,revenue,Capital revenue,111.1321715,111.1321715,-139.9177981,-1.705302566e-13
1989,regional_local_government,historical_current_capital,revenue,Current revenue,188.8441951,188.8441951,-139.9177981,-1.705302566e-13
1990,regional_local_government,historical_current_capital,expenditure,Capital expenditure,15.24326373,-15.24326373,-271.4907074,0
1990,regional_local_government,historical_current_capital,expenditure,Current expenditure,512.2310457,-512.2310457,-271.4907074,0
1990,regional_local_government,historical_current_capital,revenue,Capital revenue,48.6726988,48.6726988,-271.4907074,0
1990,regional_local_government,historical_current_capital,revenue,Current revenue,207.3109033,207.3109033,-271.4907074,0
1991,regional_local_government,historical_current_capital,expenditure,Capital expenditure,247.3788171,-247.3788171,206.108279,1.136868377e-13
1991,regional_local_government,historical_current_capital,expenditure,Current expenditure,67.54901411,-67.54901411,206.108279,1.136868377e-13
1991,regional_local_government,historical_current_capital,revenue,Capital revenue,236.8741333,236.8741333,206.108279,1.136868377e-13
