DATAFLOW,LAST UPDATE,freq,unit,sector,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2013,-283120.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2014,-226474.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2015,-198256.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2016,-182669.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2017,-161562.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2018,-115317.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2019,-103876.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2020,-666208.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2021,-639063.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2022,-509472.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2023,-516725.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2024,-404034.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA20,2025,-411872.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,1995,-368318.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,1996,-218929.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,1997,-160479.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,1998,-138440.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,1999,-120890.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2000,-108779.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2001,-124221.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2002,-168035.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2003,-190185.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2004,-193910.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2005,-186785.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2006,-139000.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2007,-109975.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2008,-220701.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2009,-471183.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2010,-487301.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2011,-330858.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2012,-355494.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2013,-283580.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2014,-228871.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2015,-198662.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2016,-182562.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2017,-160800.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2018,-114477.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2019,-102618.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2020,-668833.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2021,-642372.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2022,-511906.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2023,-518556.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2024,-406757.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EA21,2025,-415726.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,1995,11.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,1996,-7.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,1997,75.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,1998,-24.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,1999,-151.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2000,12.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2001,30.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2002,18.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2003,142.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2004,264.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2005,114.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2006,337.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2007,427.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2008,-373.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2009,-222.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2010,-171.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2011,-59.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2012,-144.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2013,-12.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2014,135.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2015,1.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2016,-49.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2017,-112.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2018,-267.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2019,-18.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2020,-1176.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2021,-813.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2022,-394.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2023,-976.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2024,-334.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EE,2025,-660.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,1995,-10734.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,1996,-10525.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,1997,-9106.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,1998,-9773.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,1999,-9937.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2000,-8328.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2001,-10715.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2002,-13235.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2003,-17819.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2004,-20356.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2005,-14435.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2006,-14401.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2007,-16951.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2008,-26658.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2009,-35986.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2010,-24354.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2011,-19394.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2012,-16205.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2013,-28056.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2014,-7888.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2015,-9888.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2016,-1712.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2017,-1997.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2018,-2292.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2019,192.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2020,-17236.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2021,-14804.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2022,-7717.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2023,-3553.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2024,2069.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EL,2025,2302.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,1995,-25670.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,1996,-20561.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,1997,-15271.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,1998,-11020.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,1999,-7278.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2000,-7867.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2001,-4353.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2002,-3856.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2003,-5227.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2004,-8941.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2005,4648.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2006,8116.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2007,13262.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2008,-33616.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2009,-100391.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2010,-52075.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2011,-38966.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2012,-91769.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2013,-54769.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2014,-38860.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2015,-30123.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2016,-27522.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2017,-21694.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2018,-16805.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2019,-18969.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2020,-85813.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2021,-73547.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2022,-41036.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2023,-29822.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2024,-46889.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,ES,2025,-33168.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,1995,-403311.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,1996,-241948.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,1997,-177941.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,1998,-152421.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,1999,-121608.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2000,-107358.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2001,-122910.8,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2002,-192431.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2003,-215628.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2004,-209816.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2005,-192853.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2006,-148571.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2007,-110199.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2008,-235203.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2009,-515440.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2010,-533556.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2011,-369402.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2012,-396517.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2013,-319086.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2014,-251446.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2015,-217350.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2016,-194841.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2017,-173073.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2018,-117837.7,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2019,-102886.2,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2020,-766052.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2021,-686589.1,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2022,-557271.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2023,-586188.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2024,-503487.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,EU27_2020,2025,-525880.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,1995,-10865.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,1996,-7663.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,1997,-4003.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,1998,-1745.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,1999,-1444.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2000,3502.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2001,2016.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2002,1348.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2003,100.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2004,-101.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2005,68.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2006,-312.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2007,1736.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2008,997.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2009,-8256.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2010,-10029.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2011,-6384.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2012,-7385.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2013,-7548.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2014,-7732.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2015,-6308.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2016,-5710.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2017,-4008.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2018,-2999.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2019,-2667.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2020,-13026.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2021,-8188.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2022,-3598.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2023,-9191.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2024,-10235.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FI,2025,-11675.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,1995,-49274.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,1996,-42761.0,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,1997,-46207.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,1998,-34596.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,1999,-30182.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2000,-31762.4,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2001,-32766.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2002,-54464.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2003,-61899.6,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2004,-45868.5,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2005,-48930.9,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2006,-46082.3,,
ESTAT:GOV_10A_MAIN(1.0),21/07/26 11:00:00,A,MIO_NAC,S1311,B9,FR,2007,-51905.5,,
