country,year,sector,balance_mio_nac,balance_pct_gdp,flag
LU,2013,central_government,-479.9,-1,
LU,2013,general_government,414.2,0.8,
LU,2013,local_government,159.8,0.3,
LU,2013,social_security_funds,734.4,1.5,
LU,2014,central_government,-139.3,-0.3,
LU,2014,general_government,693.4,1.3,
LU,2014,local_government,142.7,0.3,
LU,2014,social_security_funds,690,1.3,
LU,2015,central_government,-199.4,-0.4,
LU,2015,general_government,722.3,1.3,
LU,2015,local_government,159.9,0.3,
LU,2015,social_security_funds,761.7,1.4,
LU,2016,central_government,-34,-0.1,
LU,2016,general_government,1064,1.9,
LU,2016,local_government,137.1,0.2,
LU,2016,social_security_funds,960.9,1.7,
LU,2017,central_government,-290.2,-0.5,
LU,2017,general_government,795.1,1.4,
LU,2017,local_government,81.2,0.1,
LU,2017,social_security_funds,1004,1.7,
LU,2018,central_government,580,1,
LU,2018,general_government,1911.3,3.2,
LU,2018,local_government,240.4,0.4,
LU,2018,social_security_funds,1091,1.8,
LU,2019,central_government,154.2,0.2,
LU,2019,general_government,1671.9,2.7,
LU,2019,local_government,298.9,0.5,
LU,2019,social_security_funds,1218.8,2,
LU,2020,central_government,-2897.2,-4.5,
LU,2020,general_government,-1994.6,-3.1,
LU,2020,local_government,42.7,0.1,
LU,2020,social_security_funds,859.9,1.3,
LU,2021,central_government,-198.8,-0.3,
LU,2021,general_government,814,1.1,
LU,2021,local_government,61.7,0.1,
LU,2021,social_security_funds,951,1.3,
LU,2022,central_government,-698.1,-0.9,
LU,2022,general_government,163.9,0.2,
LU,2022,local_government,-158.9,-0.2,
LU,2022,social_security_funds,1020.9,1.3,
LU,2023,central_government,-1429.9,-1.7,
LU,2023,general_government,-541,-0.7,
LU,2023,local_government,-269.9,-0.3,
LU,2023,social_security_funds,1158.9,1.4,
LU,2024,central_government,-222.2,-0.3,
LU,2024,general_government,775.5,0.9,
LU,2024,local_government,67.1,0.1,
LU,2024,social_security_funds,930.6,1.1,
LU,2025,central_government,-2335.2,-2.6,
LU,2025,general_government,-1756,-2,
LU,2025,local_government,-121.8,-0.1,
LU,2025,social_security_funds,701.1,0.8,
LV,1995,central_government,-111.5,-2.8,
LV,1995,general_government,-58,-1.5,
LV,1995,local_government,-3.9,-0.1,
LV,1995,social_security_funds,57.4,1.5,
LV,1996,central_government,-131.2,-2.9,
LV,1996,general_government,-19.7,-0.4,
LV,1996,local_government,95.6,2.1,
LV,1996,social_security_funds,15.9,0.4,
LV,1997,central_government,1.5,0,
LV,1997,general_government,76.2,1.5,
LV,1997,local_government,35.6,0.7,
LV,1997,social_security_funds,39.1,0.7,
LV,1998,central_government,-5.2,-0.1,
LV,1998,general_government,1.7,0,
LV,1998,local_government,22.7,0.4,
LV,1998,social_security_funds,-15.7,-0.3,
LV,1999,central_government,-114,-1.9,
LV,1999,general_government,-234.1,-3.8,
LV,1999,local_government,-36.5,-0.6,
LV,1999,social_security_funds,-83.6,-1.4,
LV,2000,central_government,-138,-2.1,
LV,2000,general_government,-187.1,-2.8,
LV,2000,local_government,-17.3,-0.3,
LV,2000,social_security_funds,-31.8,-0.5,
LV,2001,central_government,-75.7,-1,
LV,2001,general_government,-145.3,-2,
LV,2001,local_government,-53.7,-0.7,
LV,2001,social_security_funds,-15.9,-0.2,
LV,2002,central_government,-142.5,-1.8,
LV,2002,general_government,-195,-2.4,
LV,2002,local_government,-73.7,-0.9,
LV,2002,social_security_funds,21.2,0.3,
LV,2003,central_government,-197.5,-2.2,
LV,2003,general_government,-149.8,-1.6,
LV,2003,local_government,-15.5,-0.2,
LV,2003,social_security_funds,63.2,0.7,
LV,2004,central_government,-194.7,-1.8,
LV,2004,general_government,-131.6,-1.2,
LV,2004,local_government,-41.6,-0.4,
LV,2004,social_security_funds,104.7,1,
LV,2005,central_government,-198.9,-1.5,
LV,2005,general_government,-65.5,-0.5,
LV,2005,local_government,-31.9,-0.2,
LV,2005,social_security_funds,165.3,1.3,
LV,2006,central_government,-320.5,-2,
LV,2006,general_government,-91.2,-0.6,
LV,2006,local_government,-84.8,-0.5,
LV,2006,social_security_funds,314.2,1.9,
LV,2007,central_government,-504.9,-2.3,
LV,2007,general_government,-127.9,-0.6,
LV,2007,local_government,-156.9,-0.7,
LV,2007,social_security_funds,533.8,2.5,
LV,2008,central_government,-1063.4,-4.6,
LV,2008,general_government,-1044.2,-4.5,
LV,2008,local_government,-303.3,-1.3,
LV,2008,social_security_funds,322.5,1.4,
LV,2009,central_government,-1136.7,-6.2,
LV,2009,general_government,-1813.9,-9.8,
LV,2009,local_government,-341.5,-1.8,
LV,2009,social_security_funds,-335.8,-1.8,
LV,2010,central_government,-1030.4,-5.8,
LV,2010,general_government,-1558.4,-8.8,
LV,2010,local_government,-74.3,-0.4,
LV,2010,social_security_funds,-453.8,-2.6,
LV,2011,central_government,-550.1,-2.9,
LV,2011,general_government,-854.5,-4.5,
LV,2011,local_government,-122.8,-0.6,
LV,2011,social_security_funds,-181.5,-0.9,
LV,2012,central_government,-167.9,-0.8,
LV,2012,general_government,-308.2,-1.5,
LV,2012,local_government,-95.7,-0.5,
LV,2012,social_security_funds,-44.5,-0.2,
LV,2013,central_government,-86.6,-0.4,
LV,2013,general_government,-276.3,-1.3,
LV,2013,local_government,-111.8,-0.5,
LV,2013,social_security_funds,-78,-0.4,
LV,2014,central_government,-398,-1.7,
LV,2014,general_government,-387.7,-1.7,
LV,2014,local_government,-78.3,-0.3,
LV,2014,social_security_funds,88.6,0.4,
LV,2015,central_government,-450.8,-1.9,
LV,2015,general_government,-361.3,-1.5,
LV,2015,local_government,52,0.2,
LV,2015,social_security_funds,37.6,0.2,
LV,2016,central_government,-22.2,-0.1,
LV,2016,general_government,-3.4,0,
LV,2016,local_government,42,0.2,
LV,2016,social_security_funds,-23.1,-0.1,
LV,2017,central_government,-84.5,-0.3,
LV,2017,general_government,-77.6,-0.3,
LV,2017,local_government,-85.8,-0.3,
LV,2017,social_security_funds,92.7,0.4,
LV,2018,central_government,-427.6,-1.5,
LV,2018,general_government,-381.8,-1.4,
LV,2018,local_government,-203.3,-0.7,
LV,2018,social_security_funds,249.1,0.9,
LV,2019,central_government,-514.1,-1.7,
LV,2019,general_government,-45.9,-0.2,
LV,2019,local_government,174.8,0.6,
LV,2019,social_security_funds,293.3,1,
LV,2020,central_government,-1315.9,-4.5,
LV,2020,general_government,-1194.5,-4.1,
LV,2020,local_government,-44.6,-0.2,
LV,2020,social_security_funds,166,0.6,
LV,2021,central_government,-2484.4,-7.7,
LV,2021,general_government,-2331,-7.2,
LV,2021,local_government,-88.5,-0.3,
LV,2021,social_security_funds,241.9,0.7,
LV,2022,central_government,-2001.5,-5.5,
LV,2022,general_government,-1753.6,-4.9,
LV,2022,local_government,25,0.1,
LV,2022,social_security_funds,222.9,0.6,
LV,2023,central_government,-1073.4,-2.7,
LV,2023,general_government,-926.7,-2.3,
LV,2023,local_government,-141.2,-0.4,
LV,2023,social_security_funds,287.9,0.7,
LV,2024,central_government,-1137.5,-2.8,
LV,2024,general_government,-726.5,-1.8,
LV,2024,local_government,66.2,0.2,
LV,2024,social_security_funds,344.9,0.8,
LV,2025,central_government,-1413.6,-3.3,
LV,2025,general_government,-1093.4,-2.5,
LV,2025,local_government,-171.6,-0.4,
LV,2025,social_security_funds,491.7,1.1,
MT,1995,central_government,-106.7,-3.5,
MT,1995,general_government,-105.7,-3.5,
MT,1995,local_government,1,0,
MT,1996,central_government,-245.5,-7.6,
MT,1996,general_government,-245.9,-7.7,
MT,1996,local_government,-0.4,0,
MT,1997,central_government,-238.6,-7,
MT,1997,general_government,-239.5,-7,
MT,1997,local_government,-0.9,0,
MT,1998,central_government,-334.1,-9.2,
MT,1998,general_government,-332.8,-9.2,
MT,1998,local_government,1.2,0,
MT,1999,central_government,-253.6,-6.6,
MT,1999,general_government,-254.5,-6.7,
MT,1999,local_government,-0.8,0,
MT,2000,central_government,-229.2,-5.6,
MT,2000,general_government,-226.9,-5.5,
MT,2000,local_government,2.3,0.1,
MT,2001,central_government,-262.1,-6.1,
MT,2001,general_government,-260.1,-6.1,
MT,2001,local_government,2.1,0,
MT,2002,central_government,-242.3,-5.4,
MT,2002,general_government,-241.3,-5.4,
MT,2002,local_government,1.1,0,
MT,2003,central_government,-426.9,-9,
MT,2003,general_government,-427.9,-9,
MT,2003,local_government,-1,0,
MT,2004,central_government,-208.5,-4.3,
MT,2004,general_government,-208,-4.2,
MT,2004,local_government,0.5,0,
MT,2005,central_government,-147,-2.9,
MT,2005,general_government,-145.8,-2.8,
MT,2005,local_government,1.2,0,
MT,2006,central_government,-132.4,-2.5,
MT,2006,general_government,-132.4,-2.5,
MT,2006,local_government,0,0,
MT,2007,central_government,-118.5,-2.1,
MT,2007,general_government,-118.7,-2.1,
MT,2007,local_government,-0.2,0,
MT,2008,central_government,-253.1,-4.1,
MT,2008,general_government,-252.9,-4.1,
MT,2008,local_government,0.2,0,
MT,2009,central_government,-196.3,-3.1,
MT,2009,general_government,-195.8,-3.1,
MT,2009,local_government,0.5,0,
MT,2010,central_government,-155.9,-2.3,
MT,2010,general_government,-152.4,-2.2,
MT,2010,local_government,3.5,0.1,
MT,2011,central_government,-209.2,-3,
MT,2011,general_government,-210,-3,
MT,2011,local_government,-0.8,0,
MT,2012,central_government,-245.2,-3.3,
MT,2012,general_government,-247.2,-3.3,
MT,2012,local_government,-2,0,
MT,2013,central_government,-175.5,-2.2,
MT,2013,general_government,-177.7,-2.2,
MT,2013,local_government,-2.2,0,
MT,2014,central_government,-135.3,-1.5,
MT,2014,general_government,-133,-1.5,
MT,2014,local_government,2.3,0,
MT,2015,central_government,-91.4,-0.9,
MT,2015,general_government,-85.7,-0.8,
MT,2015,local_government,5.7,0.1,
MT,2016,central_government,114.1,1.1,
MT,2016,general_government,119.1,1.1,
MT,2016,local_government,5,0,
MT,2017,central_government,418,3.3,
MT,2017,general_government,426.8,3.4,
MT,2017,local_government,8.7,0.1,
MT,2018,central_government,247.6,1.8,
MT,2018,general_government,254.1,1.9,
MT,2018,local_government,6.5,0,
MT,2019,central_government,108.7,0.7,
MT,2019,general_government,116.2,0.8,
MT,2019,local_government,7.5,0.1,
MT,2020,central_government,-1257,-8.8,
MT,2020,general_government,-1249.8,-8.7,
MT,2020,local_government,7.2,0.1,
MT,2021,central_government,-1165.2,-7,
MT,2021,general_government,-1158.5,-6.9,
MT,2021,local_government,6.7,0,
MT,2022,central_government,-953.3,-5.3,
MT,2022,general_government,-951.9,-5.3,
MT,2022,local_government,1.5,0,
MT,2023,central_government,-925.7,-4.4,
MT,2023,general_government,-928.4,-4.4,
MT,2023,local_government,-2.7,0,
MT,2024,central_government,-791.4,-3.4,
MT,2024,general_government,-794,-3.4,
MT,2024,local_government,-2.6,0,
MT,2025,central_government,-542.4,-2.2,
MT,2025,general_government,-545.3,-2.2,
MT,2025,local_government,-2.9,0,
NL,1995,central_government,-26539,-8,
NL,1995,general_government,-28791,-8.7,
NL,1995,local_government,96,0,
NL,1995,social_security_funds,-2348,-0.7,
NL,1996,central_government,-5625,-1.6,
NL,1996,general_government,-6582,-1.9,
NL,1996,local_government,668,0.2,
NL,1996,social_security_funds,-1625,-0.5,
NL,1997,central_government,-8822,-2.4,
NL,1997,general_government,-5920,-1.6,
NL,1997,local_government,2853,0.8,
NL,1997,social_security_funds,49,0,
NL,1998,central_government,-6261,-1.6,
NL,1998,general_government,-5272,-1.3,
NL,1998,local_government,-28,0,
NL,1998,social_security_funds,1017,0.3,
NL,1999,central_government,-3507,-0.8,
NL,1999,general_government,1188,0.3,
NL,1999,local_government,40,0,
NL,1999,social_security_funds,4655,1.1,
NL,2000,central_government,-1350,-0.3,
NL,2000,general_government,5136,1.1,
NL,2000,local_government,-65,0,
NL,2000,social_security_funds,6551,1.4,
NL,2001,central_government,-1556,-0.3,
NL,2001,general_government,-2259,-0.5,
NL,2001,local_government,-928,-0.2,
NL,2001,social_security_funds,225,0,
NL,2002,central_government,-6702,-1.3,
NL,2002,general_government,-11215,-2.2,
NL,2002,local_government,-2486,-0.5,
NL,2002,social_security_funds,-2027,-0.4,
NL,2003,central_government,-14238,-2.8,
NL,2003,general_government,-16435,-3.2,
NL,2003,local_government,-2348,-0.5,
NL,2003,social_security_funds,151,0,
NL,2004,central_government,-8723,-1.6,
NL,2004,general_government,-9701,-1.8,
NL,2004,local_government,-1769,-0.3,
NL,2004,social_security_funds,791,0.1,
NL,2005,central_government,-481,-0.1,
NL,2005,general_government,-2847,-0.5,
NL,2005,local_government,-1688,-0.3,
NL,2005,social_security_funds,-678,-0.1,
NL,2006,central_government,3556,0.6,
NL,2006,general_government,132,0,
NL,2006,local_government,-1633,-0.3,
NL,2006,social_security_funds,-1791,-0.3,
NL,2007,central_government,1803,0.3,
NL,2007,general_government,-1135,-0.2,
NL,2007,local_government,-2125,-0.3,
NL,2007,social_security_funds,-813,-0.1,
NL,2008,central_government,658,0.1,
NL,2008,general_government,-477,-0.1,
NL,2008,local_government,-4520,-0.7,
NL,2008,social_security_funds,3385,0.5,
NL,2009,central_government,-18609,-3,
NL,2009,general_government,-31917,-5.1,
NL,2009,local_government,-5756,-0.9,
NL,2009,social_security_funds,-7552,-1.2,
NL,2010,central_government,-24790,-3.9,
NL,2010,general_government,-34071,-5.3,
NL,2010,local_government,-7090,-1.1,
NL,2010,social_security_funds,-2191,-0.3,
NL,2011,central_government,-17463,-2.7,
NL,2011,general_government,-29110,-4.4,
NL,2011,local_government,-4248,-0.6,
NL,2011,social_security_funds,-7399,-1.1,
NL,2012,central_government,-18874,-2.9,
NL,2012,general_government,-25225,-3.8,
NL,2012,local_government,-2800,-0.4,
NL,2012,social_security_funds,-3551,-0.5,
NL,2013,central_government,-8353,-1.3,
NL,2013,general_government,-19123,-2.9,
NL,2013,local_government,-2384,-0.4,
NL,2013,social_security_funds,-8386,-1.3,
NL,2014,central_government,-6749,-1,
NL,2014,general_government,-14775,-2.2,
NL,2014,local_government,-1568,-0.2,
NL,2014,social_security_funds,-6458,-1,
NL,2015,central_government,-11304,-1.6,
NL,2015,general_government,-12766,-1.8,
NL,2015,local_government,-1265,-0.2,
NL,2015,social_security_funds,-197,0,
NL,2016,central_government,-6310,-0.9,
NL,2016,general_government,1722,0.2,
NL,2016,local_government,438,0.1,
NL,2016,social_security_funds,7594,1.1,
NL,2017,central_government,8033,1.1,
NL,2017,general_government,10260,1.4,
NL,2017,local_government,-383,-0.1,
NL,2017,social_security_funds,2610,0.3,
NL,2018,central_government,6981,0.9,
NL,2018,general_government,11694,1.5,
NL,2018,local_government,-1380,-0.2,
NL,2018,social_security_funds,6093,0.8,
NL,2019,central_government,11188,1.3,
NL,2019,general_government,15730,1.9,
NL,2019,local_government,-2168,-0.3,
NL,2019,social_security_funds,6710,0.8,
NL,2020,central_government,-33044,-4,
NL,2020,general_government,-30320,-3.7,
NL,2020,local_government,-1632,-0.2,
NL,2020,social_security_funds,4356,0.5,
NL,2021,central_government,-29787,-3.3,
NL,2021,general_government,-20189,-2.3,
NL,2021,local_government,1683,0.2,
NL,2021,social_security_funds,7915,0.9,
NL,2022,central_government,-14037,-1.4,
NL,2022,general_government,41,0,
NL,2022,local_government,2824,0.3,
NL,2022,social_security_funds,11254,1.1,
NL,2023,central_government,-22349,-2.1,
NL,2023,general_government,-3612,-0.3,
NL,2023,local_government,-1688,-0.2,
NL,2023,social_security_funds,20425,1.9,
NL,2024,central_government,-19588,-1.7,
NL,2024,general_government,-8075,-0.7,
NL,2024,local_government,-2652,-0.2,
NL,2024,social_security_funds,14165,1.3,
NL,2025,central_government,-24548,-2.1,p
NL,2025,general_government,-18895,-1.6,p
NL,2025,local_government,-3974,-0.3,p
NL,2025,social_security_funds,9627,0.8,p
NO,1995,central_government,30666,3.2,
NO,1995,general_government,30265,3.2,
NO,1995,local_government,-401,0,
NO,1996,central_government,66672,6.4,
NO,1996,general_government,65027,6.2,
NO,1996,local_government,-1645,-0.2,
NO,1997,central_government,86377,7.6,
NO,1997,general_government,85144,7.5,
NO,1997,local_government,-1233,-0.1,
NO,1998,central_government,52785,4.6,
NO,1998,general_government,37025,3.2,
NO,1998,local_government,-15760,-1.4,
NO,1999,central_government,83695,6.7,
NO,1999,general_government,73539,5.8,
NO,1999,local_government,-10156,-0.8,
NO,2000,central_government,232166,15.5,
NO,2000,general_government,227071,15.1,
NO,2000,local_government,-5095,-0.3,
NO,2001,central_government,217146,13.9,
NO,2001,general_government,206385,13.2,
NO,2001,local_government,-10761,-0.7,
NO,2002,central_government,140346,9,
NO,2002,general_government,141194,9.1,
NO,2002,local_government,848,0.1,
NO,2003,central_government,132997,8.2,
NO,2003,general_government,117007,7.2,
NO,2003,local_government,-15990,-1,
NO,2004,central_government,204211,11.4,
NO,2004,general_government,193738,10.8,
NO,2004,local_government,-10473,-0.6,
NO,2005,central_government,294318,14.7,
NO,2005,general_government,293981,14.7,
NO,2005,local_government,-337,0,
NO,2006,central_government,399222,17.8,
NO,2006,general_government,397840,17.7,
NO,2006,local_government,-1382,-0.1,
NO,2007,central_government,412561,17.3,
NO,2007,general_government,402119,16.8,
NO,2007,local_government,-10442,-0.4,
NO,2008,central_government,512951,19.3,
NO,2008,general_government,485904,18.3,
NO,2008,local_government,-27047,-1,
NO,2009,central_government,272843,11,
NO,2009,general_government,248715,10,
NO,2009,local_government,-24128,-1,
NO,2010,central_government,304889,11.5,
NO,2010,general_government,283236,10.6,
NO,2010,local_government,-21653,-0.8,
NO,2011,central_government,392420,13.7,
NO,2011,general_government,372959,13,
NO,2011,local_government,-19461,-0.7,
NO,2012,central_government,424804,13.9,
NO,2012,general_government,408074,13.4,
NO,2012,local_government,-16730,-0.5,
NO,2013,central_government,351530,11.1,
NO,2013,general_government,327612,10.3,
NO,2013,local_government,-23918,-0.8,
NO,2014,central_government,293971,9,
NO,2014,general_government,269992,8.3,
NO,2014,local_government,-23979,-0.7,
NO,2015,central_government,197135,6.1,
NO,2015,general_government,187135,5.8,
NO,2015,local_government,-10000,-0.3,
NO,2016,central_government,138697,4.3,
NO,2016,general_government,125673,3.9,
NO,2016,local_government,-13024,-0.4,
NO,2017,central_government,177126,5.2,
NO,2017,general_government,164998,4.8,
NO,2017,local_government,-12128,-0.4,
NO,2018,central_government,295698,8,
NO,2018,general_government,275710,7.5,
NO,2018,local_government,-19988,-0.5,
NO,2019,central_government,269661,7.2,
NO,2019,general_government,234324,6.3,
NO,2019,local_government,-35337,-0.9,
NO,2020,central_government,-72079,-2,
NO,2020,general_government,-94782,-2.6,
NO,2020,local_government,-22703,-0.6,
NO,2021,central_government,428968,9.6,
NO,2021,general_government,445931,10,
NO,2021,local_government,16963,0.4,
NO,2022,central_government,1509525,25.4,
NO,2022,general_government,1460843,24.6,
NO,2022,local_government,-48682,-0.8,
NO,2023,central_government,887364,16.7,
NO,2023,general_government,843058,15.9,
NO,2023,local_government,-44306,-0.8,
NO,2024,central_government,735362,13.7,
NO,2024,general_government,685697,12.7,
NO,2024,local_government,-49665,-0.9,
NO,2025,central_government,612653,11.1,
NO,2025,general_government,581238,10.5,
NO,2025,local_government,-31415,-0.6,
PL,1995,central_government,-13300,-3.8,
PL,1995,general_government,-14466,-4.2,
PL,1995,local_government,-7567,-2.2,
PL,1995,social_security_funds,6401,1.8,
PL,1996,central_government,-21238,-4.9,
PL,1996,general_government,-19835,-4.6,
PL,1996,local_government,-7433,-1.7,
PL,1996,social_security_funds,8836,2,
PL,1997,central_government,-25983,-5,
PL,1997,general_government,-23838,-4.5,
PL,1997,local_government,-8118,-1.5,
PL,1997,social_security_funds,10263,2,
PL,1998,central_government,-26377,-4.3,
PL,1998,general_government,-25338,-4.2,
PL,1998,local_government,-8009,-1.3,
PL,1998,social_security_funds,9048,1.5,
PL,1999,central_government,-9855,-1.5,
PL,1999,general_government,-15199,-2.2,
PL,1999,local_government,-5350,-0.8,
PL,1999,social_security_funds,6,0,
PL,2000,central_government,-20337,-2.7,
PL,2000,general_government,-29912,-4,
PL,2000,local_government,-2794,-0.4,
PL,2000,social_security_funds,-6781,-0.9,
PL,2001,central_government,-33806,-4.3,
PL,2001,general_government,-37056,-4.7,
PL,2001,local_government,-594,-0.1,
PL,2001,social_security_funds,-2656,-0.3,
PL,2002,central_government,-33832,-4.2,
PL,2002,general_government,-39129,-4.8,
PL,2002,local_government,-2431,-0.3,
PL,2002,social_security_funds,-2866,-0.4,
PL,2003,central_government,-45761,-5.4,
PL,2003,general_government,-51151,-6,
PL,2003,local_government,-2976,-0.4,
PL,2003,social_security_funds,-2414,-0.3,
PL,2004,central_government,-45829,-4.9,
PL,2004,general_government,-46751,-5,
PL,2004,local_government,1434,0.2,
PL,2004,social_security_funds,-2356,-0.3,
PL,2005,central_government,-40034.4,-4,
PL,2005,general_government,-38995.2,-3.9,
PL,2005,local_government,-1185.4,-0.1,
PL,2005,social_security_funds,2223.9,0.2,
PL,2006,central_government,-42295,-3.9,
PL,2006,general_government,-37858,-3.5,
PL,2006,local_government,-2843,-0.3,
PL,2006,social_security_funds,7280,0.7,
PL,2007,central_government,-34946,-2.9,
PL,2007,general_government,-22353,-1.9,
PL,2007,local_government,-79,0,
PL,2007,social_security_funds,12672,1.1,
PL,2008,central_government,-49088,-3.8,
PL,2008,general_government,-46395,-3.6,
PL,2008,local_government,-2552,-0.2,
PL,2008,social_security_funds,5245,0.4,
PL,2009,central_government,-72574,-5.3,
PL,2009,general_government,-99546,-7.2,
PL,2009,local_government,-14844,-1.1,
PL,2009,social_security_funds,-12128,-0.9,
PL,2010,central_government,-85477,-5.9,
PL,2010,general_government,-107112,-7.4,
PL,2010,local_government,-18556,-1.3,
PL,2010,social_security_funds,-3079,-0.2,
PL,2011,central_government,-62968,-4,
PL,2011,general_government,-77798,-5,
PL,2011,local_government,-13482,-0.9,
PL,2011,social_security_funds,-1348,-0.1,
PL,2012,central_government,-59231,-3.7,
PL,2012,general_government,-61570,-3.8,
PL,2012,local_government,-5799,-0.4,
PL,2012,social_security_funds,3460,0.2,
PL,2013,central_government,-61272,-3.7,
PL,2013,general_government,-69541,-4.2,
PL,2013,local_government,-3640,-0.2,
PL,2013,social_security_funds,-4629,-0.3,
PL,2014,central_government,-38831,-2.3,
PL,2014,general_government,-62629.4,-3.7,
PL,2014,local_government,-5032.4,-0.3,
PL,2014,social_security_funds,-18766,-1.1,
PL,2015,central_government,-37947,-2.1,
PL,2015,general_government,-46949.6,-2.6,
PL,2015,local_government,-1121.9,-0.1,
PL,2015,social_security_funds,-7880.7,-0.4,
PL,2016,central_government,-47693.3,-2.6,
PL,2016,general_government,-44468.3,-2.4,
PL,2016,local_government,4995,0.3,
PL,2016,social_security_funds,-1769,-0.1,
PL,2017,central_government,-72637,-3.6,
PL,2017,general_government,-29670,-1.5,
PL,2017,local_government,1996,0.1,
PL,2017,social_security_funds,40970,2.1,
PL,2018,central_government,-11725,-0.5,
PL,2018,general_government,-5258,-0.2,
PL,2018,local_government,-6786,-0.3,
PL,2018,social_security_funds,13253,0.6,
PL,2019,central_government,-25048,-1.1,
PL,2019,general_government,-16975,-0.7,
PL,2019,local_government,-4812,-0.2,
PL,2019,social_security_funds,12885,0.6,
PL,2020,central_government,-183491,-7.8,
PL,2020,general_government,-161932,-6.9,
PL,2020,local_government,4131,0.2,
PL,2020,social_security_funds,17428,0.7,
PL,2021,central_government,-47179,-1.8,
PL,2021,general_government,-44597,-1.7,
PL,2021,local_government,14836,0.6,
PL,2021,social_security_funds,-12254,-0.5,
PL,2022,central_government,-92161,-3,
PL,2022,general_government,-104475,-3.4,
PL,2022,local_government,-13274,-0.4,
PL,2022,social_security_funds,961,0,
PL,2023,central_government,-138610,-4.1,
PL,2023,general_government,-177442,-5.2,
PL,2023,local_government,-24811,-0.7,
PL,2023,social_security_funds,-14021,-0.4,
PL,2024,central_government,-243933,-6.6,
PL,2024,general_government,-236623,-6.4,
PL,2024,local_government,14105,0.4,
PL,2024,social_security_funds,-6795,-0.2,
PL,2025,central_government,-280082,-7.2,
PL,2025,general_government,-283969,-7.3,
PL,2025,local_government,637,0,
PL,2025,social_security_funds,-4524,-0.1,
PT,1995,central_government,-4235,-4.8,
PT,1995,general_government,-4610.5,-5.2,
PT,1995,local_government,66.1,0.1,
PT,1995,social_security_funds,-441.6,-0.5,
PT,1996,central_government,-5091.4,-5.4,
PT,1996,general_government,-4470.1,-4.7,
PT,1996,local_government,-261,-0.3,
PT,1996,social_security_funds,882.4,0.9,
PT,1997,central_government,-4002.9,-3.9,
PT,1997,general_government,-3792,-3.7,
PT,1997,local_government,-412.7,-0.4,
PT,1997,social_security_funds,623.6,0.6,
PT,1998,central_government,-5382,-4.8,
PT,1998,general_government,-4885.7,-4.4,
PT,1998,local_government,412.4,0.4,
PT,1998,social_security_funds,83.9,0.1,
PT,1999,central_government,-4079.4,-3.4,
PT,1999,general_government,-3625.8,-3,
PT,1999,local_government,279.3,0.2,
PT,1999,social_security_funds,174.3,0.1,
PT,2000,central_government,-3746,-2.9,
PT,2000,general_government,-4072.2,-3.2,
PT,2000,local_government,-483.1,-0.4,
PT,2000,social_security_funds,157,0.1,
PT,2001,central_government,-5695.1,-4.2,
PT,2001,general_government,-6437.8,-4.7,
PT,2001,local_government,-534.5,-0.4,
PT,2001,social_security_funds,-208.2,-0.2,
PT,2002,central_government,-5026.1,-3.5,
PT,2002,general_government,-4686.6,-3.3,
PT,2002,local_government,-652.5,-0.5,
PT,2002,social_security_funds,992,0.7,
PT,2003,central_government,-8040.9,-5.5,
PT,2003,general_government,-8325,-5.7,
PT,2003,local_government,-690.5,-0.5,
PT,2003,social_security_funds,406.4,0.3,
PT,2004,central_government,-9227.2,-6.1,
PT,2004,general_government,-9442.8,-6.2,
PT,2004,local_government,-525.4,-0.3,
PT,2004,social_security_funds,309.8,0.2,
PT,2005,central_government,-9654.9,-6.1,
PT,2005,general_government,-9719.3,-6.1,
PT,2005,local_government,-577,-0.4,
PT,2005,social_security_funds,512.6,0.3,
PT,2006,central_government,-7539.8,-4.5,
PT,2006,general_government,-6928.1,-4.2,
PT,2006,local_government,-205.7,-0.1,
PT,2006,social_security_funds,817.4,0.5,
PT,2007,central_government,-6000.3,-3.4,
PT,2007,general_government,-5045.2,-2.9,
PT,2007,local_government,-465.1,-0.3,
PT,2007,social_security_funds,1420.2,0.8,
PT,2008,central_government,-7409.2,-4.1,
PT,2008,general_government,-6825.1,-3.8,
PT,2008,local_government,-1096.1,-0.6,
PT,2008,social_security_funds,1680.2,0.9,
PT,2009,central_government,-16348.4,-9.3,
PT,2009,general_government,-17321,-9.9,
PT,2009,local_government,-1385,-0.8,
PT,2009,social_security_funds,412.5,0.2,
PT,2010,central_government,-19799,-11,
PT,2010,general_government,-20537.1,-11.4,
PT,2010,local_government,-1543,-0.9,
PT,2010,social_security_funds,804.8,0.4,
PT,2011,central_government,-13861.8,-7.9,
PT,2011,general_government,-13624,-7.7,
PT,2011,local_government,-201.2,-0.1,
PT,2011,social_security_funds,439,0.2,
PT,2012,central_government,-11602.7,-6.9,
PT,2012,general_government,-10453.5,-6.2,
PT,2012,local_government,835.3,0.5,
PT,2012,social_security_funds,313.9,0.2,
PT,2013,central_government,-9555.2,-5.6,
PT,2013,general_government,-8898.3,-5.2,
PT,2013,local_government,309.1,0.2,
PT,2013,social_security_funds,347.8,0.2,
PT,2014,central_government,-14213.9,-8.2,
PT,2014,general_government,-12751.5,-7.4,
PT,2014,local_government,654.8,0.4,
PT,2014,social_security_funds,807.6,0.5,
PT,2015,central_government,-9930.8,-5.5,
PT,2015,general_government,-8026,-4.5,
PT,2015,local_government,776.3,0.4,
PT,2015,social_security_funds,1128.5,0.6,
PT,2016,central_government,-6055,-3.2,
PT,2016,general_government,-3622.1,-1.9,
