year,sector,source,statistical_regime,total_revenue_m_eur,current_revenue_m_eur,tax_revenue_m_eur,social_contributions_m_eur,sales_other_current_revenue_m_eur,capital_revenue_m_eur,total_expenditure_m_eur,primary_expenditure_m_eur,current_primary_expenditure_m_eur,intermediate_consumption_m_eur,compensation_m_eur,social_transfers_m_eur,subsidies_m_eur,other_current_expenditure_m_eur,capital_expenditure_m_eur,gfcf_m_eur,interest_m_eur,balance_m_eur,primary_balance_m_eur,nominal_gdp_m_eur,account_identity_error_m_eur,total_revenue_pct_gdp,current_revenue_pct_gdp,tax_revenue_pct_gdp,social_contributions_pct_gdp,sales_other_current_revenue_pct_gdp,capital_revenue_pct_gdp,total_expenditure_pct_gdp,primary_expenditure_pct_gdp,current_primary_expenditure_pct_gdp,intermediate_consumption_pct_gdp,compensation_pct_gdp,social_transfers_pct_gdp,subsidies_pct_gdp,other_current_expenditure_pct_gdp,capital_expenditure_pct_gdp,gfcf_pct_gdp,interest_pct_gdp,balance_pct_gdp,primary_balance_pct_gdp,account_identity_error_pct_gdp
2000,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,37650.73102,36215.94502,26194.35,4436.729,5584.866024,1434.786,41454.68255,37681.15055,33259.98755,4275.745,15189.25655,6830.607,1307.476,5656.903,4421.163,3108.227,3773.532,-3803.951523,-30.41952261,128414.445,0,29.31970077,28.20239189,20.3982893,3.455007729,4.349094858,1.117308882,32.28194659,29.34338933,25.90050329,3.329644885,11.82830837,5.319188974,1.018168945,4.405192111,3.44288604,2.420465237,2.938557263,-2.962245815,-0.02368855202,0
2001,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,39179.8633,37285.4343,27215.946,4618.378,5451.110301,1894.429,44940.5604,41006.2004,35376.085,4509.544,16087.985,7391.118,1430.997,5956.441,5630.1154,3499.549,3934.36,-5760.697099,-1826.337099,135775.009,0,28.85646158,27.46119082,20.04488617,3.401493422,4.014811224,1.39527076,33.09928737,30.20158179,26.05493107,3.321335814,11.84900308,5.443651269,1.053947269,4.386993633,4.146650729,2.577461807,2.897705571,-4.24282579,-1.345120219,0
2002,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,41738.49751,40290.47351,29004.673,5221.388,6064.412508,1448.024,46831.309,42803.411,38211.11,4540.174,17240.825,8099.162,1269.524,7061.425,4592.301,3299.391,4027.898,-5092.811492,-1064.913492,142554.263,0,29.27902444,28.26325405,20.34640872,3.662737185,4.254108141,1.015770395,32.85156685,30.0260477,26.80460703,3.18487424,12.09421917,5.681458996,0.890554918,4.953499707,3.221440666,2.314480767,2.82551915,-3.572542402,-0.7470232523,0
2003,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,41821.94515,40076.33161,28197.787,5946.676,5931.868608,1745.613543,49799.483,45921.26,40556.83,4832.803,17760.857,9242.043,1385.684,7335.443,5364.43,3264.09,3878.223,-7977.537848,-4099.314848,146067.858,0,28.63186037,27.4367901,19.30458034,4.07117355,4.061036213,1.195070269,34.09338898,31.43830589,27.7657457,3.308601267,12.15931913,6.327225665,0.9486577122,5.021941925,3.672560188,2.234639465,2.655083092,-5.461528606,-2.806445514,0
2004,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,43953.00512,42849.13059,29721.846,6525.754,6601.530588,1103.87453,53151.77114,49261.18957,42851.167,5209.293,18471.343,9857.166,1126.375,8186.99,6410.022571,3716.768,3890.581572,-9198.766025,-5308.184453,152248.388,0,28.86927454,28.14422612,19.52194463,4.286254906,4.336026591,0.7250484189,34.91122096,32.35580371,28.14556368,3.421575143,12.13237345,6.474397614,0.7398272092,5.377390268,4.210240026,2.441252777,2.555417252,-6.041946418,-3.486529166,0
2005,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,46471.15823,45165.58023,31741.793,7055.607,6368.180232,1305.578,56126.51629,52068.94778,46299.82104,5627.67,19584.44304,10766.175,1115.834,9205.699,5769.12674,3222.936,4057.56851,-9655.358061,-5597.789551,158552.704,0,29.30959678,28.48616207,20.01971092,4.450007362,4.016443789,0.823434711,35.39928041,32.84015124,29.20153354,3.549400204,12.35200823,6.790281546,0.7037622014,5.806081365,3.638617693,2.032722192,2.559129178,-6.08968363,-3.530554453,0
2006,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,49035.01429,48220.9111,34278.839,6839.089,7102.983097,814.1031972,56597.22592,52028.92519,46987.77523,5892.751,19029.0961,10658.888,1074.059,10332.98113,5041.149964,3066.459,4568.300725,-7562.211624,-2993.910899,166260.469,0,29.49288823,29.00323293,20.61755221,4.113478713,4.272202009,0.4896552993,34.04130053,31.2936235,28.26154378,3.544288691,11.44535211,6.410957496,0.6460098462,6.214935633,3.03207972,1.844370474,2.747677035,-4.548412301,-1.800735266,0
2007,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,52121.45184,51262.74246,36609.09,6707.567,7946.085458,858.7093855,58164.19422,53087.04397,48496.98743,6612.156,18985.28989,11263.408,1005.729,10630.40454,4590.056542,2935.455,5077.150247,-6042.742376,-965.592129,175483.401,0,29.70164218,29.2123028,20.86185348,3.82233702,4.528112296,0.4893393795,33.14512591,30.25188916,27.63622494,3.767966635,10.81885226,6.418503366,0.5731191636,6.057783515,2.615664225,1.672782145,2.89323675,-3.443483738,-0.5502469883,0
2008,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,53388.50048,52711.80611,37578.611,6906.509,8226.686115,676.69436,60797.69386,55384.97805,50842.6812,6714.376,19311.467,11827.617,888.903,12100.3182,4542.296853,3518.369,5412.715803,-7409.193381,-1996.477578,179102.781,0,29.8088618,29.43103721,20.9815899,3.85617072,4.593276592,0.3778245967,33.94570063,30.92357234,28.38743258,3.748895446,10.78233788,6.603815381,0.4963088764,6.756074994,2.536139767,1.9644413,3.022128285,-4.136838825,-1.11471054,0
2009,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,49921.89232,49284.15732,33330.955,7203.101,8750.10132,637.735,66270.34,61100.448,54987.208,7467.256,20071.503,13174.012,933.383,13341.054,6113.24,4288.345,5169.892,-16348.44768,-11178.55568,175416.437,0,28.45907326,28.09551839,19.00104435,4.106286231,4.988187806,0.3635548703,37.77886561,34.83165491,31.34666793,4.256873602,11.44220196,7.510135438,0.5320955185,7.605361406,3.484986986,2.444665433,2.9472107,-9.319792352,-6.372581653,0
2010,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,51710.93746,50532.36446,35513.344,7061.10146,7957.919,1178.573,71509.89,66133.738,55699.436,7212.854,20142.251,13089.439,883.98,14370.912,10434.302,6504.183,5376.152,-19798.95254,-14422.80054,179860.351,0,28.75060411,28.09533295,19.74495424,3.925879951,4.42449876,0.6552711553,39.75856246,36.76949235,30.96815707,4.010252376,11.19882781,7.277556686,0.4914813048,7.990038894,5.801335282,3.61624058,2.989070115,-11.00795836,-8.018888243,0
2011,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,52920.05635,52268.22635,37497.187,6725.501,8045.538353,651.83,66781.90253,59170.43306,53330.5325,7567.349,18369.015,13074.495,725.471,13594.2025,5839.90056,3741.264,7611.46947,-13861.84618,-6250.376707,176318.001,0,30.01398385,29.64429386,21.26679453,3.81441541,4.563083921,0.3696899898,37.87582785,33.55892916,30.2467883,4.291875451,10.41811664,7.415292214,0.4114560033,7.710047994,3.312140863,2.121884311,4.316898687,-7.861843997,-3.54494531,0
2012,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,51152.57797,49480.57997,34982.468,5422.16,9075.95197,1671.998,62755.24698,54525.08954,49456.99531,6677.515,15878.726,11979.637,655.965,14265.15231,5068.09423,2441.666,8230.15744,-11602.66901,-3372.51157,168538.75,0,30.35063329,29.35857776,20.75633526,3.217159259,5.385083235,0.9920555362,37.23490709,32.35166366,29.34458414,3.96200577,9.421409616,7.107942239,0.3892072298,8.464019289,3.007079517,1.448726776,4.883243432,-6.884273801,-2.001030368,0
2013,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,55395.977,54808.395,38860.715,6404.131,9543.549,587.582,64951.186,56773.977,52945.773,6600.793,17173.107,12878.872,652.152,15640.849,3828.204,1827.397,8177.209,-9555.209,-1378,170675.649,0,32.45687204,32.11260383,22.76875186,3.752223025,5.59162895,0.344268209,38.05533266,33.26425142,31.02128119,3.867448601,10.06183782,7.54581692,0.3821002022,9.164077648,2.242970232,1.070684079,4.79108124,-5.598460622,-0.8073793819,0
2014,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,55565.797,55027.974,39441.825,6279.503,9306.646,537.823,69779.726,61371.915,52333.885,6926.493,16625.051,12889.93,903.103,14989.308,9038.03,1924.95,8407.811,-14213.929,-5806.118,173186.662,0,32.08433973,31.77379445,22.7741701,3.625858324,5.373766024,0.3105452774,40.29162823,35.43686003,30.21819602,3.999437901,9.599498488,7.442796028,0.5214622128,8.655001388,5.21866401,1.111488597,4.854768204,-8.207288504,-3.3525203,0
2015,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,57146.272,56463.481,41216.605,6043.098,9203.778,682.791,67077.077,58776.636,52833.973,7035.951,16525.311,13949.867,793.927,14528.917,5942.663,2316.162,8300.440999,-9930.804996,-1630.363997,179392.709,0,31.85540389,31.47479143,22.97562996,3.368641922,5.130519546,0.3806124584,37.39119464,32.76422789,29.45157208,3.922094181,9.211807488,7.776161628,0.4425636942,8.09894509,3.312655811,1.291112673,4.626966751,-5.535790753,-0.9088240019,0
2016,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,57827.675,57230.922,41934.555,6150.628,9145.739,596.753,63882.69666,55981.67866,53678.932,7234.014,17004.335,14076.207,708.898,14655.478,2302.74666,1463.449,7901.018,-6055.02166,1845.99634,186380.749,0,31.02663516,30.70645563,22.49940255,3.300033954,4.907019126,0.3201795267,34.27537286,30.03619148,28.80068477,3.881309652,9.123439567,7.552393193,0.3803493675,7.863192995,1.23550671,0.7851932176,4.239181376,-3.248737701,0.9904436751,0
2017,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,59609.958,59246.073,44015.756,6182.039,9048.278,363.885,68070.06906,60475.45706,53889.877,7254.38,17394.654,14244.368,616.861,14379.614,6585.58006,1600.032,7594.612,-8460.11106,-865.49906,195509.136,0,30.48960229,30.30348055,22.51340111,3.162020521,4.628058916,0.186121737,34.81682261,30.93229212,27.56386638,3.71050691,8.897105453,7.285781264,0.3155151788,7.354957571,3.368425739,0.8183924459,3.884530491,-4.32722032,-0.4426898291,0
2018,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,62729.968,62216.775,46589.055,6179.684,9448.036,513.193,66136.826,59036.065,54805.07,7424.438,17832.07,14611.465,517.352,14419.745,4230.995,1959.2,7100.761,-3406.858,3693.903,204997.646,0,30.60033577,30.34999485,22.72662926,3.014514615,4.608850972,0.2503409234,32.26223681,28.79841118,26.73448748,3.621718661,8.698670618,7.127625748,0.2523697272,7.034102723,2.0639237,0.9557182915,3.463825629,-1.661901035,1.801924594,0
2019,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,64478.957,64119.866,47899.927,6177.271,10042.668,359.091,67809.874,61294.307,56719.633,7471.412,18586.189,14879.974,598.999,15183.059,4574.674,2017.132,6515.567,-3330.917,3184.65,214489.895,0,30.061536,29.89411972,22.33202035,2.879982295,4.682117076,0.1674162785,31.61448422,28.57678074,26.44396511,3.483339856,8.665298195,6.937377633,0.2792667692,7.078682658,2.132815628,0.9404321821,3.037703478,-1.552948217,1.484755261,0
2020,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,60730.664,60254.63,44545.022,6089.806,9619.802,476.034,74285.28,68322.406,61660.308,7637.905,19149.723,14755.494,1811.847,18305.339,6662.098,2389.583,5962.874,-13554.616,-7591.742,201032.705,0,30.20934529,29.97255098,22.15809711,3.029261333,4.785192539,0.2367943067,36.95183826,33.9857169,30.6717795,3.799334541,9.525675437,7.339847514,0.901269771,9.105652237,3.313937401,1.188653856,2.966121358,-6.742492969,-3.776371611,0
2021,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,67585.587,65649.412,48029.681,6384.013,11235.718,1936.175,75570.311,70212.364,64781.782,8401.282,19966.005,15411.592,2336.954,18665.949,5430.582,2628.291,5357.947,-7984.724,-2626.777,216493.745,0,31.21826314,30.32393014,22.18525113,2.948820992,5.189858026,0.8943329979,34.90646393,32.43159011,29.92316568,3.880611886,9.22243966,7.118723915,1.079455667,8.621934551,2.508424435,1.214026299,2.474873812,-3.688200784,-1.213326972,0
2022,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,74210.969,73233.068,56301.75,6413.751,10517.567,977.901,79177.104,74298.771,68071.251,9163.131,20456.921,16878.04,2075.335,19497.824,6227.52,3080.859,4878.333,-4966.135,-87.802,243957.084,0,30.41968193,30.01883233,23.07854688,2.629048886,4.311236562,0.4008496019,32.4553412,30.45567269,27.90296141,3.75604219,8.385458895,6.918446361,0.8506967562,7.992317206,2.552711279,1.262869251,1.999668515,-2.035659272,-0.03599075647,0
2023,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,80759.467,78644.483,61067.283,6700.489,10876.711,2114.984,83206.913,77410.089,69558.185,9435.177,21638.896,17039.04,1484.001,19961.071,7851.904,3693.686,5796.824,-2447.446,3349.378,270352.615,0,29.87190155,29.08959582,22.5880127,2.478425814,4.023157313,0.7823057306,30.77718076,28.63300915,25.72868955,3.489952187,8.003952912,6.302524575,0.5489131296,7.383346745,2.904319605,1.366247558,2.144171603,-0.9052792036,1.2388924,0
2024,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,85645.29655,83582.094,64525.929,7189.763,11866.402,2063.20255,90069.224,83788.136,76360.654,9926.918,23564.871,18632.904,1478.801,22757.16,7427.482,4608.535,6281.088,-4423.92745,1857.16055,289784.317,0,29.55484183,28.84286316,22.26688099,2.481073881,4.094908283,0.7119786783,31.08146946,28.913965,26.35085804,3.425622926,8.131865535,6.429921465,0.5103109151,7.853137201,2.563106961,1.590332785,2.167504462,-1.52662763,0.6408768319,0
2025,central_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,89872.92837,86940.088,68062.293,7558.798,11318.997,2932.840367,95508.733,89144.467,80696.606,10192.876,25190.291,19556.383,1263.392,24493.664,8447.861,4828.262,6364.266,-5635.804633,728.4613672,306765.485,0,29.29694922,28.3408963,22.18707655,2.464031441,3.689788308,0.9560529168,31.1341196,29.05948399,26.30563409,3.322693229,8.211579279,6.375027164,0.4118429425,7.984491476,2.753849899,1.573926089,2.074635613,-1.837170382,0.2374652309,0
