year,sector,source,statistical_regime,total_revenue_m_eur,current_revenue_m_eur,tax_revenue_m_eur,social_contributions_m_eur,sales_other_current_revenue_m_eur,capital_revenue_m_eur,total_expenditure_m_eur,primary_expenditure_m_eur,current_primary_expenditure_m_eur,intermediate_consumption_m_eur,compensation_m_eur,social_transfers_m_eur,subsidies_m_eur,other_current_expenditure_m_eur,capital_expenditure_m_eur,gfcf_m_eur,interest_m_eur,balance_m_eur,primary_balance_m_eur,nominal_gdp_m_eur,account_identity_error_m_eur,total_revenue_pct_gdp,current_revenue_pct_gdp,tax_revenue_pct_gdp,social_contributions_pct_gdp,sales_other_current_revenue_pct_gdp,capital_revenue_pct_gdp,total_expenditure_pct_gdp,primary_expenditure_pct_gdp,current_primary_expenditure_pct_gdp,intermediate_consumption_pct_gdp,compensation_pct_gdp,social_transfers_pct_gdp,subsidies_pct_gdp,other_current_expenditure_pct_gdp,capital_expenditure_pct_gdp,gfcf_pct_gdp,interest_pct_gdp,balance_pct_gdp,primary_balance_pct_gdp,account_identity_error_pct_gdp
2019,regional_local_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,13034.127,12044.969,4958.667,649.866,6436.436,989.158,12429.687,12292.999,10237.427,3380.842,4281.188,1628.926,240.263,706.208,2055.572,1964.972,136.688,604.44,741.128,214489.895,0,6.076802359,5.615634713,2.311841777,0.3029821055,3.000810831,0.4611676461,5.794998874,5.731271862,4.77291809,1.576224372,1.995985872,0.7594418376,0.1120159996,0.3292500097,0.9583537723,0.9161140202,0.06372701148,0.2818034854,0.3455304969,0
2020,regional_local_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,13173.567,12051.19,4619.294,665.609,6766.287,1122.377,13380.728,13300.773,10537.755,3212.444,4500.738,1688.478,385.021,751.074,2763.018,2218.605,79.955,-207.161,-127.206,201032.705,0,6.552947193,5.994641519,2.297782343,0.3310948833,3.365764292,0.5583056747,6.6559956,6.616223465,5.241811276,1.597970838,2.238808855,0.8399021443,0.1915215736,0.3736078664,1.374412188,1.103604013,0.03977213558,-0.103048407,-0.06327627139,0
2021,regional_local_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,14358.286,13041.842,5007.082,676.092,7358.668,1316.444,14958.928,14863.522,11485.021,3486.501,4781.688,1768.47,602.918,845.444,3378.501,2914.82,95.406,-600.642,-505.236,216493.745,0,6.632194385,6.024119542,2.312806774,0.3122917015,3.399021066,0.608074843,6.909635195,6.865566486,5.305012854,1.6104396,2.208695683,0.8168688661,0.2784921107,0.3905165944,1.560553632,1.346376081,0.0440687097,-0.2774408101,-0.2333721004,0
2022,regional_local_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,15612.797,14547.393,5673.434,708.342,8165.617,1065.404,15703.338,15628.353,12401.035,3917.871,5215.974,1919.765,461.836,885.589,3227.318,2673.247,74.985,-90.541,-15.556,243957.084,0,6.399812928,5.963095132,2.325586905,0.2903551676,3.347153059,0.4367177958,6.436926423,6.406189459,5.083285468,1.605967302,2.138070317,0.7869273433,0.1893103461,0.3630101596,1.322903991,1.095785765,0.03073696356,-0.03711349493,-0.006376531374,0
2023,regional_local_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,17142.118,15650.38,6021.98,745.509,8882.891,1491.738,17385.113,17294.101,13823.911,4495.058,5861.904,2057.176,449.447,960.326,3470.19,3185.412,91.012,-242.995,-151.983,270352.615,0,6.340651819,5.788876871,2.227453949,0.2757543144,3.285668607,0.5517749477,6.430532584,6.396868401,5.113289176,1.662664887,2.168243869,0.7609232853,0.1662447393,0.3552123955,1.283579225,1.178243458,0.03366418335,-0.08988076553,-0.05621658218,0
2024,regional_local_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,19397.8853,17798.49356,6293.968,766.825,10737.70056,1599.391739,19141.996,18989.88,15479.626,5040.37,6431.25,2626.633,346.267,1035.106,3510.254,3195.902,152.116,255.889296,408.005296,289784.317,0,6.693904452,6.141979573,2.171949147,0.2646192202,3.705411207,0.5519248783,6.605601089,6.553108255,5.341774931,1.739352237,2.219323001,0.9064096454,0.1194912836,0.3571987645,1.211333324,1.102855404,0.05249283383,0.08830336253,0.1407961964,0
2025,regional_local_government,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,21913.97125,19734.95949,6969.8,818.439,11946.72049,2179.011757,21284.229,21163.964,16617.797,5409.524,7071.764,2754.852,341.705,1039.952,4546.167,4236.387,120.265,629.7422505,750.0072505,306765.485,0,7.143558295,6.433239871,2.272028745,0.2667963118,3.894414814,0.7103184237,6.938273711,6.899069496,5.417101275,1.763406988,2.305267165,0.8980319282,0.11138965,0.3390055436,1.481968221,1.380985543,0.03920421491,0.2052845842,0.2444887992,0
2000,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,12106.05698,12086.72298,514.756,8844.914,2727.052979,19.334,11949.031,11949.031,11132.551,117.094,252.949,9483.46,125.005,1154.043,816.48,75.827,0,157.0259787,157.0259787,128414.445,0,9.427332711,9.412276772,0.4008552153,6.887787429,2.123634128,0.01505593861,9.305052091,9.305052091,8.66923577,0.0911844458,0.1969786187,7.385041457,0.09734496769,0.898686281,0.6358163211,0.05904865298,0,0.1222806194,0.1222806194,0
2001,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,12937.05786,12905.87686,547.312,9641.545,2717.019859,31.181,13145.286,13142.734,12149.455,117.949,295.779,10340.324,106.627,1288.776,993.279,106.396,2.552,-208.2281407,-205.6761407,135775.009,0,9.528305654,9.505340456,0.4031021644,7.101119028,2.001119263,0.02296519826,9.681668296,9.679788716,8.948226253,0.08687092041,0.2178449497,7.615778541,0.07853212516,0.9491997161,0.731562463,0.07836199075,0.001879580063,-0.1533626418,-0.1514830617,0
2002,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,14599.44217,14561.66817,581.923,10149.938,3829.807168,37.774,13607.426,13604.362,13518.645,141.266,287.249,11251.396,138.037,1700.697,85.717,71.858,3.064,992.0161678,995.0801678,142554.263,0,10.24132275,10.21482477,0.4082115734,7.120052243,2.686560954,0.02649797993,9.545436042,9.543286685,9.483157301,0.09909629991,0.2015015153,7.892711002,0.09683119753,1.193017286,0.06012938385,0.05040747186,0.002149356979,0.695886708,0.6980360649,0
2003,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,15170.99158,15144.22758,739.452,10245.023,4159.752582,26.764,14764.625,14761.53,14681.674,91.307,404.936,12424.007,199.215,1562.209,79.856,45.929,3.095,406.3665819,409.4615819,146067.858,0,10.38626279,10.3679398,0.5062386826,7.013879125,2.847821991,0.01832299067,10.10805882,10.10593994,10.05126946,0.06250998765,0.277224576,8.505640577,0.1363852409,1.069509077,0.05467048062,0.03144360479,0.0021188782,0.2782039714,0.2803228496,0
2004,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,16166.80832,16143.99532,671.953,10508.783,4963.25932,22.813,15857.024,15857.021,15779.388,149.238,368.131,13437.831,102.085,1722.103,77.633,43.113,0.003,309.7843197,309.7873197,152248.388,0,10.61870574,10.60372168,0.441353113,6.902393607,3.259974956,0.0149840667,10.41523277,10.4152308,10.36423978,0.09802271273,0.2417963204,8.826255027,0.06705161305,1.131114111,0.05099101608,0.0283175412,1.970464213e-06,0.2034729719,0.2034749423,0
2005,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,17460.82106,17437.99006,823.364,11136.151,5478.475056,22.831,16948.209,16944.673,16842.946,146.018,360.869,14475.894,156.066,1704.099,101.727,31.396,3.536,512.6120555,516.1480555,158552.704,0,11.012629,10.99822937,0.519299879,7.023627298,3.455302191,0.01439962828,10.68932196,10.68709178,10.62293204,0.09209429818,0.2276019209,9.130020261,0.09843162309,1.074783941,0.06415973833,0.01980161751,0.002230173255,0.3233070409,0.3255372141,0
2006,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,18827.16464,18812.10693,821.914,11701.755,6288.437935,15.057707,18009.78783,18009.78542,17931.40823,146.877,374.312,15402.545,175.879,1831.795233,78.377182,35.065,0.002418,817.3768087,817.3792267,166260.469,0,11.32389723,11.31484053,0.4943532308,7.038206418,3.782280883,0.009056697055,10.83227296,10.83227151,10.78513031,0.08834150468,0.2251358981,9.264105348,0.1057852183,1.10176234,0.04714120108,0.02109040123,1.454344508e-06,0.491624265,0.4916257193,0
2007,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,20050.81801,20035.85268,843.182,12468.547,6724.12368,14.96533,18630.66228,18630.53662,18583.26199,172.804,354.204,16056.354,116.27,1883.629987,47.274637,17.733,0.125659,1420.155727,1420.281386,175483.401,0,11.42604822,11.41752016,0.4804910295,7.105257209,3.831771918,0.008528060155,10.61676613,10.61669452,10.58975486,0.09847313137,0.2018447317,9.149785056,0.06625697892,1.073394963,0.02693966309,0.01010522927,7.160734251e-05,0.8092820852,0.8093536925,0
2008,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,21274.25123,21262.85947,161.142,13100.636,8001.08147,11.39176,19594.04133,19593.9595,19521.55433,173.304,354.605,16927.779,82,1983.86633,72.40517,28.093,0.08183,1680.2099,1680.29173,179102.781,0,11.87823612,11.87187566,0.08997180228,7.314591056,4.467312805,0.006360459584,10.94011004,10.94006435,10.89963775,0.09676231661,0.1979896672,9.451432806,0.04578376703,1.107669194,0.04042660287,0.01568540692,4.568884947e-05,0.9381260808,0.9381717696,0
2009,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,21946.53685,21934.59285,161.474,13212.044,8561.07485,11.944,21534.08,21534.02,21425.171,138.53,363.028,18608.146,183.086,2132.381,108.849,33.34,0.06,412.45685,412.51685,175416.437,0,12.51110627,12.50429733,0.09205180698,7.531816417,4.880429107,0.006808940031,12.27597617,12.27594196,12.2138902,0.07897207489,0.2069520999,10.6079831,0.1043722032,1.215610713,0.0620517677,0.01900620066,3.420432032e-05,0.2351301036,0.2351643079,0
2010,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,23078.96619,23068.40719,142.841,13570.75219,9354.814,10.559,22274.191,22274.166,22182.019,162.356,341.518,19368.624,238.115,2071.406,92.147,17.344,0.025,804.77519,804.80019,179860.351,0,12.831603,12.82573233,0.07941772559,7.545160517,5.201154089,0.005870665737,12.38415853,12.38414463,12.3329121,0.09026781005,0.189879536,10.76870132,0.132388822,1.151674612,0.05123252539,0.009643036891,1.389967264e-05,0.4474444676,0.4474583673,0
2011,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,22439.304,22415.055,163.6,13782.69,8468.765,24.249,22000.332,22000.326,21930.269,99.322,312.625,19305.671,233.456,1979.195,70.057,25.733,0.006,438.972,438.978,176318.001,0,12.7266098,12.71285681,0.09278689588,7.816950012,4.803119904,0.01375299168,12.47764373,12.47764033,12.43790701,0.05633117404,0.1773074775,10.94934771,0.1324062198,1.122514428,0.03973332252,0.01459465276,3.402942392e-06,0.2489660713,0.2489694742,0
2012,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,23037.961,23015.287,171.065,13081.318,9762.904,22.674,22724.076,22724.055,22671.008,99.209,252.511,20154.503,168.748,1996.037,53.047,29.203,0.021,313.885,313.906,168538.75,0,13.6692369,13.65578361,0.1014989135,7.761608532,5.792676165,0.01345328597,13.48299783,13.48298537,13.45151071,0.05886420779,0.1498237052,11.9583793,0.1001241554,1.184319333,0.03147466087,0.01732717253,1.246004257e-05,0.1862390697,0.1862515297,0
2013,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,23845.176,23830.265,177.369,13287.416,10365.48,14.911,23497.336,23497.325,23453.482,88.698,277.354,20847.098,155.223,2085.109,43.843,19.919,0.011,347.84,347.851,170675.649,0,13.9710475,13.96231105,0.103921679,7.785185571,6.0732038,0.008736454255,13.76724573,13.76723929,13.74155138,0.05196874922,0.1625035567,12.21445363,0.09094618999,1.221679257,0.02568790584,0.01167067482,6.444973296e-06,0.2038017737,0.2038082187,0
2014,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,23744.982,23728.379,174.069,13546.404,10007.906,16.603,22937.346,22937.327,22892.329,78.399,271.198,20305.372,123.02,2114.34,44.998,23.581,0.019,807.636,807.655,173186.662,0,13.71062975,13.70104298,0.1005094723,7.821851777,5.778681732,0.009586765983,13.2442913,13.24428032,13.21829795,0.04526849764,0.1565928905,11.72455879,0.07103318384,1.220844594,0.0259823704,0.01361594463,1.097082176e-05,0.4663384528,0.4663494236,0
2015,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,24091.596,24076.112,184.482,14131.051,9760.579,15.484,22963.062,22963.062,22928.276,71.223,241.901,19873.961,75.884,2665.307,34.786,15.126,0,1128.534,1128.534,179392.709,0,13.42952907,13.42089772,0.1028369553,7.877160158,5.440900611,0.008631342983,12.8004433,12.8004433,12.78105232,0.03970228244,0.1348443877,11.07846641,0.04230049283,1.485738754,0.01939097759,0.008431780803,0,0.6290857674,0.6290857674,0
2016,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,24800.032,24780.464,218.939,14841.064,9720.461,19.568,23230.089,23230.089,23221.036,64.893,246.2,20139.125,92.608,2678.21,9.053,-6.429,0,1569.943,1569.943,186380.749,0,13.30611242,13.29561349,0.117468677,7.962766584,5.215378226,0.01049893839,12.46378133,12.46378133,12.45892407,0.03481743707,0.1320951876,10.80536757,0.04968753506,1.436956346,0.004857261304,-0.003449390581,0,0.8423310929,0.8423310929,0
2017,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,25876.981,25855.718,240.486,15883.272,9731.96,21.263,23634.427,23634.427,23598.342,72.783,254.867,20465.634,80.882,2724.176,36.085,20.939,0,2242.554,2242.554,195509.136,0,13.23568889,13.22481319,0.1230049935,8.124056157,4.977752037,0.0108757066,12.08865605,12.08865605,12.07019911,0.03722741632,0.13036066,10.46786581,0.04136993373,1.393375295,0.01845693799,0.01070998544,0,1.147032842,1.147032842,0
2018,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,26675.139,26647.598,241.548,17049.069,9356.981,27.541,24640.347,24640.347,24547.262,63.548,267.729,21301.421,99.551,2815.013,93.085,68.743,0,2034.792,2034.792,204997.646,0,13.01241235,12.99897756,0.1178296457,8.316714525,4.564433389,0.01343478842,12.01981949,12.01981949,11.97441165,0.03099938035,0.1306010119,10.39105639,0.04856202105,1.373192841,0.04540783849,0.0335335558,0,0.9925928613,0.9925928613,0
2019,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,28812.083,28781.063,247.171,18532.578,10001.314,31.02,25836.613,25836.613,25832.579,65.069,284.192,22446.558,110.628,2926.132,4.034,-20.046,0,2975.47,2975.47,214489.895,0,13.43283934,13.41837712,0.1152366642,8.640303544,4.662836914,0.01446221977,12.04560849,12.04560849,12.04372775,0.03033662728,0.1324966848,10.46508881,0.05157725496,1.364228371,0.001880741282,-0.009345894826,0,1.387230853,1.387230853,0
2020,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,31320.77,31289.877,203.943,18844.001,12241.933,30.893,29122.861,29122.861,29074.037,72.541,286.545,23895.393,1475.986,3343.572,48.824,37.175,0,2197.909,2197.909,201032.705,0,15.5799376,15.56457045,0.1014476724,9.373599684,6.089523095,0.01536715133,14.48662843,14.48662843,14.46234184,0.03608417844,0.1425365092,11.88632118,0.73420193,1.663198035,0.02428659556,0.01849201601,0,1.093309171,1.093309171,0
2021,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,32296.492,32254.097,212.251,20273.61,11768.236,42.395,29828.175,29828.175,29770.181,77.737,294.678,24688.927,1315.924,3392.915,57.994,46.197,0,2468.317,2468.317,216493.745,0,14.91797927,14.89839672,0.09804024592,9.364524596,5.435831876,0.01958255191,13.7778461,13.7778461,13.75105826,0.03590727298,0.1361138632,11.40399091,0.6078346513,1.567211561,0.02678784091,0.02133872274,0,1.140133171,1.140133171,0
2022,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,34723.692,34689.12,230.202,22563.085,11895.833,34.572,30424.288,30424.288,30359.015,75.159,303.666,26213.851,208.727,3557.612,65.273,52.406,0,4299.404,4299.404,243957.084,0,14.23352478,14.21935343,0.09436167879,9.24879271,4.876199045,0.01417134499,12.47116399,12.47116399,12.44440805,0.03080828758,0.124475172,10.74527149,0.08555890101,1.458294197,0.02675593548,0.02148164716,0,1.762360793,1.762360793,0
2023,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,37866.691,37845.16,235.008,25368.629,12241.523,21.531,32146.532,32146.532,31996.584,95.702,319.594,27867.012,83.707,3630.569,149.948,61.096,0,5720.159,5720.159,270352.615,0,14.00640826,13.99844422,0.08692647563,9.383533797,4.527983944,0.007964043551,11.89059407,11.89059407,11.83513021,0.03539895481,0.1182137632,10.30765395,0.03096215659,1.342901381,0.05546386152,0.02259863475,0,2.115814193,2.115814193,0
2024,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,41762.66951,41731.323,232.904,27925.918,13572.501,31.346507,35732.114,35732.114,35537.565,108.918,325.444,30883.67,60.676,4158.857,194.549,76.347,0,6030.555507,6030.555507,289784.317,0,14.41163895,14.40082177,0.08037149919,9.636794113,4.683656155,0.01081718546,12.33058931,12.33058931,12.26345351,0.03758588495,0.1123055945,10.65746771,0.02093833118,1.435155996,0.06713579327,0.02634614626,0,2.081049647,2.081049647,0
2025,social_security_funds,Portuguese Public Finance Council annual ESA 2010 workbook,esa2010_modern,45317.20816,45267.37704,236.159,30393.564,14637.65404,49.831125,38252.516,38252.516,38062.64,120.594,349.723,32886.407,113.401,4592.515,189.876,102.365,0,7064.692165,7064.692165,306765.485,0,14.77259026,14.75634622,0.07698356287,9.907752171,4.771610483,0.01624404551,12.46962839,12.46962839,12.40773225,0.03931146296,0.114003373,10.7203739,0.03696667505,1.497076831,0.06189614193,0.03336913864,0,2.302961875,2.302961875,0
